,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,generic_name,packaging,additives,nova_score,manufacturing,markets,allergens,ingredients_origins,link,origin_detail,brand_owner,palm_ingredients,producer_info
1744,Yogurt zero grassi - Mila - 1kg,8001790443277,1 kg,['Mila'],"['France', 'Italie']","['Yogurt ', 'latte scremato', 'fermenti lattici vivi', 'preparazione di frutta e cereali 22% ', 'zucchero', 'acqua', 'frutta 21,8%: pesche e succo di pesche da concentrato', 'uva sultanina essiccata', 'purea di prugne essiccate', "" cereali 7,3%: fiocchi d'orzo"", ""fiocchi d'avena"", ' amido modificato di tapioca addensante: pectina', ' correttore di acidità: acido lattico', ' aromi', ' YOGURT MAGRO VANIGLIA Ingredienti: yogurt ', 'latte scremato', 'fermenti lattici vivi', 'preparazione alla vaniglia 12% ', 'zucchero', 'amido modificato di tapioca', 'succo di carota', 'estratto naturale di vaniglia 0,9%', 'aromi', 'correttore di acidità: acido citrico', ' YOGURT MAGRO MIRTILLO NERO Ingredienti: yogurt ', 'latte scremato', 'fermenti lattici vivi', 'preparazione al mirtillo nero 16,5% ', 'zucchero', 'mirtilli 30%', 'sciroppo di glucosio-fruttosio', 'succo di more da concentrato', 'amido modificato', 'aroma', '  YOGURT MAGRO FRAGOLA Ingredienti: yogurt ', 'latte scremato', 'fermenti lattici vivi', 'preparazione alla fragola 15% ', 'zucchero', 'fragole 40%', 'sciroppo di glucosio-fruttosio', 'amido modificato di tapioca', 'aroma', 'concentrato di ribes nero e carota nera', 'correttore di acidità: acido citrico']",['Non végétalien'],300,71,300 kj(71 kcal),"0,1","0,1",14,12,"3,4","0,09","0,036",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']","['Sans OGM', 'Sans conservateurs']",0.1 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité modérée,0.09 g,en faible quantité,-19%,-23%,-22%,-97%,-95%,+27%,+19%,-10%,-22%,-22%,-5,-263%,A,-263%,,,,,,,,['IT 41-7 CE'],,"['Carta', 'Plastica', 'Alluminio']","['E440 - Pectines', 'E270 - Acide lactique', 'E14XX - Amidons modifiés', 'E330 - Acide citrique']",4,"['via Innsbruck', '43 - Bolzano (BZ) Italia']",['Bennet'],['Lait'],['Italie'],http://www.mila.it,,,,
1745,42392125,42392125,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['DE SN-016 EG'],,,,,,,,,,,,,
1746,Muesli de base - Moulin des Moines,3347430022637,,['Moulin des Moines'],['France'],"['flocons de céréales ', 'épeautre""', 'avoine""', 'orge""', 'blé""', 'raisins secs""', 'noisettes""', 'épeautre soufflé"" ', 'épeautre""', 'riz""']",[],?,360,1506 kj(360 kcal),6,"0,64","60,43","4,85","11,13","0,07","0,028",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']","['Bio', 'Bio européen', 'FR-BIO-01']",6 g,en quantité modérée,0.64 g,en faible quantité,4.85 g,en faible quantité,0.07 g,en faible quantité,,-13%,-13%,-54%,-81%,-0%,-71%,+13%,-60%,-60%,-5,-202%,A,-202%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,1,,,"['Gluten', 'Fruits à coque', 'Avoine']",,,,,,
1747,thon blanc au naturel - Petit Navire - 160g.,8072081237325,160 g.,['Petit Navire'],['France'],[],[],?,?,,?,,?,,?,,,E,"['Produits de la mer', 'Poissons', 'Thons', 'Thons au naturel']",,,,,,,,,,,,,,,,,,,,,,,,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,,['Conserve métallique'],,,['Océan Atlantique'],,,,,,,,
1748,Semoule d'orge fine - Haudecoeur - 1kg,3216610054075,1 kg,"['Haudecoeur', 'Légumor']",['France'],['Orge pelé et concassé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,341,1427 kj(341 kcal),2,"0,32","66,8","2,1",10,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Semoules de céréales', 'Orge', ""Semoules d'orge""]","['Fabriqué en France', 'Origine France']",2 g,en faible quantité,0.32 g,en faible quantité,2.1 g,en faible quantité,,,,+0%,-0%,+14%,-19%,+5%,+62%,-8%,,,,,,,,,,,,,,,Semoule d'orge fine,"['Plastique', 'Sec', 'Sachet']",,1,['France'],['Auchan'],['Gluten'],['France'],https://www.haudecoeur.fr/produits/semoules/semoule-dorge-legumor/,,,,
1749,Sensaciones pizza familiar con base de tomate,8437015005638,,,['France'],[],[],?,276,1155 kj(276 kcal),12,6,26,"2,1",14,"1,18","0,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Chocobon - Kinder - 100g,327019,100g,['Kinder'],['France'],[],[],?,?,,?,,?,,?,,,,['% de matières grasses'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Cacahuètes Grillées et salées - Auchan - 250g,8435177065576,250g,['Auchan'],['France'],"['Cacahuètes ', 'arachides', 'huile de tournesol', 'sel 0,8%', "" Traces éventuelles d'arachides et d'autres fruits à Coque""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,618,2586 kj(618 kcal),51,"5,8","9,2","4,5",26,"0,8","0,32",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs', 'Mélange apéritif de graines et fruits séchés', 'Mélange apéritif de graines et raisins secs']",,51 g,en quantité élevée,5.8 g,en quantité élevée,4.5 g,en faible quantité,0.8 g,en quantité modérée,,+40%,+41%,+144%,+13%,-81%,-89%,+184%,+550%,+550%,5,-35%,C,-35%,75.7%,18.3%,2.4%,2.5%,1.1%,0.0%,34,,,['Plastique'],,3,['Inconnu'],['Auchan'],['Arachides'],['Non Union Européenne'],,,,,
1752,Latte u h t,8004673330244,,,['France'],[],[],?,49,205 kj(49 kcal),"1,6","1,1","5,2","5,2","0,1","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Miel de france crémeux - u - 375g,3256228118233,375g,['U'],['France'],['miel'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,?,,"< 0,5",0,80,80,"< 0,5","0,02","0,008",A,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français']",,0.5 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0.02 g,en faible quantité,,,,+415%,-100%,+1%,+14%,+79%,+65%,+65%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,['Bocal verre couvercle métal'],,2,,,,['France'],,,,,
1754,Riz basmati complet - Grain de frais - 500g,3580281405239,500 g,"['Grain de frais', 'Agidra']",['France'],[],[],?,354,1481 kj(354 kcal),"0,5","0,1",80,"0,5","6,7",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']","['Bio', 'Bio européen', 'Agriculture non UE', 'AB Agriculture Biologique']",0.5 g,en faible quantité,0.1 g,en faible quantité,0.5 g,en faible quantité,,,,+8%,+7%,-52%,-58%,+12%,+105%,-11%,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,
1755,Zip & Zap chewing-gum à macher,3215470520225,,,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Hygienic Hand Spray -  - 150ml,8719743402621,150ml,,['France'],[],[],?,?,,?,,?,,?,,,,['Gel Hydroalcoolique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,ThermoFlash - Biosynex,3532678590486,,['Biosynex'],['France'],[],[],?,?,,?,,?,,?,,,,['Thermometre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,ARMOUR POTTED MEAT,0054100439659,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Swirl pops - Twist shape,8713305812446,,,['France'],"[""NUB - Lolly's met fruitsmaak"", 'Ingrediënten: EN - Lollipps with fruit flavour', 'Ingred Lutscher mit Fruchtgeschmack', 'Zutate FB-Sucettes au gôut de fruits', 'Ingrédient glucose', 'eau', 'acidifiant ', 'E330', 'arôme', 'cols E120', 'E13', 'E160a', 'DK - Slikkepinde med> ngredenser sukker', 'glukosesirup', 'vand', 'syre favestffer ', 'E100', 'E120', 'E133', 'E160a', 'IT - Lee pore al trutta', 'Ingredienti: zucchero', 'sururpu u gL,lergy/Energie/ Energie/ Energi/ Eherga am glucosio', 'acqua', 'acidificante ', 'E330', 'aroma', 'coloranti ', 'E100', 'energético/ Energia/ Evépyɛia/ Energeticá hodnota/ Eneg EL0', 'E133', 'E160a', 'ES - Pirulís con sabor a fruta', 'Energia/ Energia/Wartość energetyczna Ingredientes: azúcar', 'jarabe de glucosa', 'agua', 'acidulante Vetten/Fat/ Fett/Matières grasses/ Fedt/Grasi Grasas Uodol ', 'B30', 'aroma', 'colorantes ', 'E100', 'E120', 'E133', 'E160a', 'AITmapá/ Tuky/Fett/Rasva/ Žsír/ Thuszcaz water', 'voedingszuur ', 'E330', 'aroma', 'kleutifa E syrup', 'water', 'acid ', 'E330', 'flavouring', 'akus EM Nasser', 'Säuerungsmittel ', '30', 'Ama', 'aht aarde per/']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,399,1669 kj(399 kcal),0,0,100,80,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E330 - Acide citrique', 'E160a - Carotènes mélangés', 'E100 - Curcumine', 'E120 - Acide carminique', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,
1760,Graine de tournesol,3700056713073,,,['France'],[],[],?,636,2661 kj(636 kcal),"53,5","5,6","5,4","2,7","26,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Café moulu,3770015013070,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1762,Saumon fumé,3038680008204,,,['France'],[],[],?,?,,?,,?,,?,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,,,,,,,,,,,,,,,,,,,,,,,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,
1763,Mijoté de volaille et sauce homardine,3598960058652,,,['France'],[],[],?,117,490 kj(117 kcal),"5,7","1,6","2,2","1,5","13,4","0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Cacahuete epicee,3780201379637,,,['France'],[],[],?,34,142 kj(34 kcal),"0,9","0,3",7,3,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Confiture bio myrtilles - Andros - 340g,3608580037040,340 g,['Andros'],['France'],"['Sucre de canne*', 'myrtilles*', 'jus de citrons concentré*', 'gélifiant : pectines de fruits', ""\r*Ingrédients issus de l'Agriculture Biologique"", ' Sans résidus de pesticides', ' ', 'Andros garantit un taux de résidus inférieur à 0,000001% dans la limite de quantification des molécules ciblées']",[],?,245,1025 kj(245 kcal),"0,2",0,59,59,"0,4",0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']","['Bio', 'Bio européen', 'BE-BIO-01', 'AB Agriculture Biologique']",0.2 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,,+12%,+12%,-23%,-100%,+10%,+16%,+3%,-100%,-100%,12,+30%,D,+30%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,['Verre'],['E440 - Pectines'],4,,,,,,,,,
1766,Kouign amann - Patrick Robinet - 440g,3045050086229,440 g,['Patrick Robinet'],['France'],[],[],?,412,1724 kj(412 kcal),"18,6","12,5","55,7","28,9",5,"1,07","0,428",B,"['Biscuits et gâteaux', 'Gâteaux', 'Pâtisseries', 'Kouign-amann']",,18.6 g,en quantité modérée,12.5 g,en quantité élevée,28.9 g,en quantité élevée,1.07 g,en quantité modérée,,-8%,-8%,-26%,-24%,+6%,+7%,+26%,+33%,+33%,25,+8%,E,+8%,54.8%,27.3%,8.8%,4.6%,4.6%,0.0%,88,,,,,,,,,,,,,,
1767,Swiss Herb Pastilles,8717438743523,,,['France'],[],[],?,235,983 kj(235 kcal),0,0,96,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,80 mini roulé feuilletés - Carrefour,3560071270667,,['Carrefour'],['France'],[],[],?,275,1151 kj(275 kcal),16,"7,5",26,2,"5,5","0,93","0,372",,['Feuilletés'],,16 g,en quantité modérée,7.5 g,en quantité élevée,2 g,en faible quantité,0.93 g,en quantité modérée,,-13%,-12%,-13%,-24%,-9%,-2%,-18%,-19%,-19%,14,-13%,D,-13%,,,,,,,,,,,,,,['Carrefour'],,,,,,,
1769,Pink chaï,3760287220696,,,['France'],[],[],?,354,1481 kj(354 kcal),12,"0,2",76,58,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Dessert glacé bûche vanille caramel - Carrefour,5400101074637,,['Carrefour'],['France'],"['® Lait concentré partiellement écrémé', 'sucre', 'beurre', 'caramel ', 'sucre', 'eau', ' 6,1 %', ""jaune d'oeuf"", 'sirop de glucose-fructose', 'noix de pécan 3,2 %', 'huile de tournesol', 'pâte de cacao', 'gélatine de porc', 'arôme naturel de vanille', 'beurre de cacao', 'cacao en poudre', ""blanc d'oeuf"", 'lait en poudre', ""émulsifiants : lécithine de soja - mono - et diglycérides d'acides gras"", 'épaississants : farine de graines de caroube - gomme guar - carraghénanes', 'sel', ' Peut contenir des traces de gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,246,1029 kj(246 kcal),14,"6,8",26,23,"4,4","0,16","0,064",B,"['Desserts', 'Surgelés', 'Aliments et boissons de Noël', 'Desserts glacés', 'Bûches de Noël', 'Bûches glacées']",,14 g,en quantité modérée,6.8 g,en quantité élevée,23 g,en quantité élevée,0.16 g,en faible quantité,,+23%,+24%,+73%,+26%,-9%,-7%,+90%,+29%,+29%,14,+24%,D,+24%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,,"['E428 - Gélatine', 'E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",4,,['Carrefour'],"['Œufs', 'Lait', 'Fruits à coque']",,,,,,
1771,"Latte, centrale del latte",8007919000123,,,['France'],[],[],?,47,197 kj(47 kcal),"1,6","1,1",5,5,"3,3","0,1","0,04",D,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",,1.6 g,en faible quantité,1.1 g,en faible quantité,5 g,en quantité modérée,0.1 g,en faible quantité,,0%,+1%,+2%,+9%,+4%,+4%,+2%,-9%,-9%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,,,,,,,,,,,,
1772,Parlour Dessert Glacé (caramel écossais) - null,0055000892964,,['Null'],['France'],"['Modified milk ingredients', 'Sugars ', 'sugar', 'glucose', 'Butterscotch ripple ', 'glucose', 'sugar', 'water', 'sweetened condensed milk', 'brown sugar', 'milk ingredients', 'pectin', 'caramel', 'citric acid', 'salt', 'xanthan gum', 'Coconut oil', 'Milk ingredient', 'Mono - and diglycerides', 'Cellulose gum', 'Propylene glycol monostearate', 'Carob bean gum', 'Carrageenan', 'Annatto', 'Flavour', ' May contain peanuts and tree nuts', ' Ingrédients: Substances laitières modifiées', 'Sucres ', 'sucre', 'glucose', 'Tourbillon de caramel écossais ', 'glucose', 'sucre', 'eau', 'lait concentré sucré', 'cassonade', 'substances laitières', 'pectine', 'caramel', 'acide citrique', 'sel', 'gomme de xanthane', 'Huile de copra', 'Substance laitière', 'Mono - et diglycérides', 'Gomme de cellulose', 'Monostéarate de propylèneglycol', 'Gomme de caroube', 'Carraghénine', 'Rocou', 'Arôme', ' Peut contenir des arachides et des noix', ' * KEEP FROZEN Non-artificial colours are prepared from natural sources', ' Les colorants non artificiels proviennent de sources naturelles']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,95.7447,401 kj(95 kcal),"2,66","2,394","17,021","13,298","1,064","0,153","0,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E415 - Gomme xanthane', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E466 - Carboxyméthylcellulose', 'E410 - Gomme de caroube', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160b - Rocou', 'E460 - Cellulose']",4,,,,,,,,,
1773,Cake Festif,3286790113688,,,['France'],[],[],?,376,1573 kj(376 kcal),12,"7,7",64,38,"3,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Comté AOP 350g,4056489278665,,,['France'],[],[],?,427,1787 kj(427 kcal),35,23,1,1,27,"0,8","0,32",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,35 g,en quantité élevée,23 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,,+2%,+2%,+1%,+1%,+116%,+273%,+0%,-5%,-5%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
1775,3700399100899,3700399100899,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Boschetti Mostarda Cremonese GR. 400,80173014,,,['France'],[],[],?,301,1259 kj(301 kcal),"0,5","0,1",74,56,"0,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,Saumon fumé dégustation de Norvège Ľéquilibré - Labeyrie - 495g,3033610070726,495 g,['Labeyrie'],['France'],"['SAUMON ATLANTIQUE ', 'SALMO SALAR', 'SEL']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",828,198,828 kj(198 kcal),12,"2,5","0,6","0,6",22,"2,9","1,16",D,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]",,12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,+5%,+4%,+4%,+8%,+16%,+21%,+69%,-0%,+0%,+0%,14,+4%,D,+4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,['UK BD009 EC'],,"['carton plastique', 'Etui en carton']",,3,['Norvège'],['Auchan'],,['Norvège'],http://maisonfoody.com,,,,
1778,Acid Ananas -,3564706640269,,,['France'],"['Sirop de glucose', ' sucre', 'gélatine de porc', ' amldon de mais', ' hum glycérol ', ' acidifiants : aclde citrlque', 'E290', 'concentré végétal : carthame', 'splrullne', 'gelliant : pectines', ' arômes naturels', "" correcteur d'acidité: E350""]","['Non végétalien', 'Non végétarien']",?,338,1414 kj(338 kcal),"0,5","0,2",80,55,"4,4","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E428 - Gélatine', 'E290 - Dioxyde de carbone', 'E440 - Pectines', 'E350 - Malates de sodium']",4,,,,,,,,,
1779,"Le clos des ducs - 1,5L",3271471500529,"1,5L",['le clos des Ducs'],['France'],[],[],?,?,,?,,?,,?,,,D,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres doux']",,,,,,,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,,['Plastique'],,,,,,,,,,,
1780,Pain,3434030006614,,,['France'],[],[],?,15,63 kj(15 kcal),0,0,80,15,17,14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Salmon enlatado al natural,8411317302114,,,['France'],[],[],?,160,669 kj(160 kcal),"9,5","1,6",0,0,19,"0,21","0,084",E,"['Produits de la mer', 'Poissons', 'Saumons']","['Pêche durable', 'Pêche durable MSC']",9.5 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,0.21 g,en faible quantité,,-13%,-13%,-10%,-22%,-100%,-100%,-12%,-91%,-91%,-3,-127%,A,-127%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,['MSC-C-55253'],,,,,,,,,,,,,
1782,Tarte fine au saumon - Lidl,4056489194934,,['Lidl'],['France'],[],[],?,274,1146 kj(274 kcal),18,"9,8",15,"1,7",12,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Blanc de Poulet,3760187530017,,,['France'],[],[],?,102,427 kj(102 kcal),"1,3","0,4","0,6","0,6",22,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Bella Napoli pizza margherita - surgelata - Buitoni,8000300379044,,['Buitoni'],['France'],[],[],?,222,929 kj(222 kcal),"7,8","3,7",27,"3,3",10,"1,2","0,48",,"['Surgelés', 'Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas et tartes surgelées', 'Pizzas surgelées']",,7.8 g,en quantité modérée,3.7 g,en quantité modérée,3.3 g,en faible quantité,1.2 g,en quantité modérée,,-1%,-1%,-6%,+3%,+1%,-3%,+3%,+3%,+3%,5,-18%,C,-18%,,,,,,,,,,,,,,,,,,,,,
1785,Huile d’olive vierge extra - Primadonna - 75Cl,4056489269250,75 Cl,['Primadonna'],['France'],[],[],?,824,3448 kj(824 kcal),"91,6","13,3",0,0,0,0,0,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,91.6 g,en quantité élevée,13.3 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-4%,-5%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,['Verre'],,,,,,['Espagne'],,,,,
1786,Muesli pépites courtillantes chocolat-noisettes -,3564706604360,,,['France'],[],[],?,432,1807 kj(432 kcal),16,"2,9",56,"9,3",10,"0,07","0,028",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']","['Nutriscore', 'Nutriscore A']",16 g,en quantité modérée,2.9 g,en quantité modérée,9.3 g,en quantité modérée,0.07 g,en faible quantité,,+4%,+4%,+22%,-13%,-7%,-45%,+2%,-60%,-60%,-1,-120%,A,-120%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,,,,,,,,,
1787,MAGGI Fond de Champignon boîte - 90g,7613039839348,90 g,['Maggi'],['France'],"['Fécules de maïs et de pomme de terre', 'sel', 'champignons 9,2% : jus de champignon de Paris concentré', 'bolet', 'champignon de Paris ', ' maltodextrine', 'extrait de levure', 'oignon', 'sucre', 'farine de BLE', 'arômes ', 'LAIT', ""huile d'olive vierge extra"", 'ail', 'persil', 'curcuma', ""arôme naturel d'ail"", ' Peut contenir : soja', 'oeufs', 'céleri', 'moutarde']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1323,312,1323 kj(312 kcal),"1,7","0,2","65,4","8,9",8,"16,8","6,72",,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Base culinaire déshydratée aux champignons, aromatisée","['Boite', 'Opercule en métal']",,4,,,"['Gluten', 'Lait']",,,,,,
1788,Assortiment bonbons chocolats - Carrefour - 155g,3560071301231,155 g,['Carrefour'],['France'],[],[],2265,544,2265 kj(544 kcal),35,17,49,37,"7,5","0,17","0,068",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Nutriscore', 'Nutriscore E', 'AB Agriculture Biologique']",35 g,en quantité élevée,17 g,en quantité élevée,37 g,en quantité élevée,0.17 g,en faible quantité,+0%,+1%,+0%,+4%,-3%,-5%,-21%,+24%,+18%,+18%,21,-16%,E,-16%,,,,,,,,,,,,,,['Carrefour'],,,,,,,
1789,Melograno,8018005827074,,,['France'],[],[],?,42,176 kj(42 kcal),0,0,"10,5","9,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
