,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,ingredients_origins,traceability_code,link,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,manufacturing,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,palm_ingredients,brand_owner,origin_detail,producer_info
1782,Barres de céréales aux abricots - U Oxygn - 126g,3256226754174,C,126 g,['boîte'],"['U Oxygn', 'U']","['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales aux fruits', ""Barres de céréales à l'abricot""]",['Transformé en France'],,,,['Magasins U'],['France'],"['Céréales 46,9% [céréales croustillantes ', 'farine de BLÉ', 'farine de riz', 'dextrose', 'sucre', 'sel', ""flocons d'AVOINE"", 'pétales de maïs 10,2% ', 'maïs', 'sel', ""extrait de MALT D'ORGE"", ']', 'sirop de glucose', 'abricot sec 14,9% ', 'abricot', 'farine de riz', 'conservateur : ANHYDRIDE SULFUREUX ', 'SULFITES', 'huile de tournesol', 'stabilisant : sorbitols', 'arôme', 'caramel aromatique ', 'sirop de glucose', 'eau', 'sucre', 'émulsifiant : lécithines de SOJA', 'antioxydant : extrait riche en tocophérols', 'vitamine: thiamine ', 'b 1', ' Traces éventuelles de lait', 'arachides et fruits à coque']",[],1574,,372,+6%,"5,3",-27%,74,+8%,"5,1",-6%,80.5%,10.3%,4.6%,2.5%,2.1%,0.0%,56,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E420 - Sorbitol', 'E322i - Lécithine', 'E306 - Extrait riche en tocophérols']",4,1574 kj(372 kcal),"0,7",25,"0,34","0,136",,"['Gluten', 'Avoine', 'Soja', 'Anhydride sulfureux et sulfites']",5.3 g,en quantité modérée,0.7 g,en faible quantité,25 g,en quantité élevée,0.34 g,en quantité modérée,+5%,-72%,-2%,-27%,-27%,3,-62%,C,-62%,,,,,
1783,"Sucre vanillé - U Bio - 6x 7,5g",3256226763947,B,"6 x 7,5 g","['Sachet', 'Plastique', 'sachets']","['U Bio', 'U']","['Édulcorants', 'Sucres', 'Sucres vanillés']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-10', 'Transformé en France', 'AB Agriculture Biologique']",,,,"['Magasins U', 'Super U']",['France'],"['Sucre de canne*', 'extrait de vanille*', 'gousses de vanille broyées épuisées* 1', '1%', 'amidon de maïs*', "" *ingrédient issu de l'agriculture biologique"", "" Contient l'équivalent de 4g de gousses de vanille pour 100g de sucre vanillé""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",1717,+2%,404,+2%,"0,5",+173%,99,+0%,"0,5",+172%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,2,1717 kj(404 kcal),"0,1",99,"0,01","0,004",['France'],,0.5 g,en faible quantité,0.1 g,en faible quantité,99 g,en quantité élevée,0.01 g,en faible quantité,+3%,+78%,+2%,+69%,+69%,15,+4%,D,+4%,,,,,
1784,Infusion de thé vert saveur citron citron vert - U Bio - 1l,3256226764005,A,1 l,"['bouteille enplastique', 'Bouteille']","['U Bio', 'U']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Boissons au thé', 'Thés glacés', 'Boissons avec sucre ajouté']","['Bio', 'Arômes naturels', 'Sans conservateurs', 'Transformé en France', 'Recyclé plastique']",,,,"['Magasins U', 'Super U']",['France'],"['Infusion de thé vert* 93% ', 'eau', 'infusion intense de thé', 'sucre*', 'acidifiants : acide citrique et acide malique', 'arôme naturel de thé', ""correcteur d'acidité : citrates de sodium"", 'arômes naturels de citron citron vert', 'antioxydant : acide ascorbique', 'arôme naturel', "" * ingrédient issu de l'agriculture biologique""]",[],82,-10%,19,-5%,0,-100%,"4,8",+2%,"0,1",-14%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,"['E330 - Acide citrique', 'E296 - Acide malique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",4,82 kj(19 kcal),0,"4,6","0,05","0,02",,,,,,,,,,,-4%,-100%,+3%,+98%,+98%,7,+5%,D,+5%,,,,,
1785,Tomates farcies bon et végétariens - U - 350g,3256226845742,D,350 g,"['Plastique', 'Carton', 'Frais']",['U'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Légumes et dérivés', 'Tomates et dérivés', 'Plats à base de riz', 'Légumes préparés', 'Tomates farcies et riz', 'Tomates farcies']","['en:FSC', 'Sans colorants', 'Certains ingrédients ne proviennent pas de France', 'Transformé en France', ""À l'huile de tournesol""]",,,,['Magasins U'],['France'],"['Tomates farcies 62,8% [tomates fraîches 40%', 'pois chiche 6,7%', 'oignons préfrits ', 'oignons', 'huile de tournesol', 'eau', 'huile de colza', 'carottes', 'tomates semi déshydratées et marinées 1,3% ', 'tomates', 'huile de colza', 'sel', 'origan', 'ail', 'flocons de pomme de terre déshydratés ', 'pomme de terre', 'émulsifiant : e 471', 'ail', 'persil', ""blanc d'oeuf en poudre"", 'sel', 'basilic', 'paprika', 'thym', 'piment]', 'tomates 11,9% ', 'tomates pelées concassées et jus et pulpe de tomates', 'riz cuit 11,7% ', 'eau', 'riz complet', 'lentilles vertes cuites 6,3%', 'purée de tomates double concentrée 1,6%', 'oignons', 'eau', 'huile de colza', ""purée d'ail"", 'sucre', 'sel', 'persil', 'thym', 'épaississant : gomme xanthane', 'poivre', ' produit fabriqué dans un atelier qui utilise poissons', 'crustacés', 'mollusques', 'soja', 'céleri', 'lait', 'moutarde et céréales contenant du gluten']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,,107,-6%,"4,9",-6%,11,-1%,"3,4",-22%,73.7%,16.5%,4.4%,2.9%,1.5%,1.0%,46,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane']",4,448 kj(107 kcal),"0,4","2,6","0,7","0,28",,"['Céleri', 'Crustacés', 'Œufs', 'Poisson', 'Gluten', 'Lait', 'Mollusques', 'Moutarde', 'Soja']",4.9 g,en quantité modérée,0.4 g,en faible quantité,2.6 g,en faible quantité,0.7 g,en quantité modérée,-5%,-75%,+27%,-0%,-0%,-3,-612%,A,-612%,,,,,
1786,Lisbeth finement gazefié,3256860700148,,,,['Lisbeth'],,,,,,,['France'],[],[],?,,0,,0,,0,,0,,,,,,,,,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1787,Margarine spéciale cuisson et pâtisserie - Cora - 500g,3257980126108,C,500 g,,['Cora'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Produits à tartiner', 'Produits à tartiner salés', 'Matières grasses à tartiner', 'Matières grasses végétales', 'Pâtes à tartiner végétales', 'Margarines']",,,,,['Cora'],['France'],"['Huiles et graisses végétales non hydrogénées 70 % ', 'palme', 'colza', 'palmiste', "" - eau - émulsifiant : esters citriques de mono et diglycérides d'acides gras - sel  0,7% - lait écrémé en poudre - correcteurs d'acidité : acide citrique"", 'acide lactique - colorant : caroténoides - arôme']","['Huile de palme', 'Non végétalien']",2600,+25%,632,+23%,70,+24%,"0,5",+24%,"0,5",+121%,83.1%,3.4%,4.6%,5.4%,2.7%,0.7%,71,"[""E472c - Ester citrique des mono et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E270 - Acide lactique', 'E160 - Caroténoïdes']",4,2600 kj(632 kcal),35,"0,5","0,7","0,28",,['Lait'],70 g,en quantité élevée,35 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,+23%,+116%,+107%,+23%,+23%,17,+47%,D,+47%,,['Huile de palme'],,,
1788,Brioche Tressée - Brioche Cora,3257980197061,C,,,['Brioche Cora'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",,,,,,['France'],[],[],?,,367,+3%,"14,3",+12%,"51,5",0%,"6,9",-14%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,1536 kj(367 kcal),"5,7","14,4",1,"0,4",,,14.3 g,en quantité modérée,5.7 g,en quantité élevée,14.4 g,en quantité élevée,1 g,en quantité modérée,+3%,-11%,0%,0%,0%,16,0%,D,0%,,,,,
1789,Filets de Hareng fumés doux - Cora - 200g,3257980670823,B,200g,"['Plastique', 'Sous-vide']",['Cora'],"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Harengs', 'Poissons fumés', 'Harengs fumés', 'Filets de harengs']",['Pêché à la senne'],"['Atlantique Nord-Est', 'Mer de Norvège']","['EMB 62841A', 'Vendin-lès-Béthune (Pas-de-Calais, France)', 'FR 62.842.100 CE', 'Vendin-le-Vieil (Pas-de-Calais, France)']",,['Cora'],['France'],"['Hareng ', 'Clupea Harengus', ' 96,4%', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",788,+1%,189,+3%,13,+7%,1,+131%,17,+1%,64.6%,0.0%,6.7%,24.9%,3.0%,0.8%,76,,3,788 kj(189 kcal),4,"0,5","3,55","1,42",['France'],['Poisson'],13 g,en quantité modérée,4 g,en quantité modérée,0.5 g,en faible quantité,3.55 g,en quantité élevée,+4%,+34%,+116%,-4%,-4%,15,+8%,D,+8%,,,,,
1790,Cappuccino - Cora,3257982139793,,,,['Cora'],,['Fabriqué en Allemagne'],,,,['Cora'],['France'],"['COMPOSITION PRÉPARATION BOSON À BASE DE POUDRE DE WT ÉCRÉMÉETDECAFÉAVECSA POUDREUSEDECHmATENPWDRE-lNGRÉDlENTS: Cappunno : Lactosérun en - swe • café soluble 14% huile de • srvp de g!ucose • poudre de lait écrémé 7,2% • arôme naturel s±ilisant : E339', ' Chocolat en poudre ', 'poudreuse', ' : • cacao en poudre - arôme : vanilline', ' Cacao : 32% minimum', 'Traces éventuelles de lait']",['Non végétalien'],?,,430,,12,,70,,"8,8",,,,,,,,,"['E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition']",4,1799 kj(430 kcal),11,51,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,
1791,Lait Ecreme - Cora - 1L,3257983303001,D,1 L,,['Cora'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits UHT', 'Laits écrémés', 'Laits de vache']",['en:FSC'],,"['EMB 02110B', 'Braine (Aisne, France)', 'FR 02.110.001 CE', 'Braine (Aisne, France)', 'FSC-C014047']",,['Cora'],['France'],[],[],?,,37,-26%,"0,5",-75%,"4,8",+0%,"3,2",-1%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,,,155 kj(37 kcal),"0,1","4,8","0,1","0,04",,,0.5 g,en faible quantité,0.1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,-26%,-92%,+1%,-4%,-4%,0,-100%,B,-100%,,,,,
1792,Nems au Porc - U,3257984021959,C,,['Sachet'],['U'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au porc', 'Nems', 'Nems au porc']",,,,,['Magasins U'],['France'],"['GALETTES DE RIZ FARCIES À LA VIANDE DE PORC HACHÉE ET AUX LÉGUMES', 'FRITES ET SAUCE MAM - INGRÉDIENTS ', ' Nems porc : Galette 36,4% ', 'eau - farine de riz - huile de tournesol - sel', ' - viande de porc ', 'origine : UE', ' 17,4% - oignon 14,7% - vermicelles de pois réhydratés 10,5% - carotte 7% - protéine de soja - gras de porc 3% - champignon noir réydraté - germes de haricot mungo - chapelure ', 'farine de blé - sel', ' - arôme naturel ', 'contient gluten', ' - sel - caramel ', 'sucre - eau - sirop de glucose fructose', ' - poivre', ' Sauce nuoc mâm : eau - sucre - nuoc mâm 14% ', 'extrait de poisson - sel', ' - vinaigre - sel', ' Traces éventuelles de crustacés', 'œuf', 'sésame']","['Non végétalien', 'Non végétarien']",?,,221,0%,12,+5%,20,-8%,7,-1%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,4,925 kj(221 kcal),"3,4",3,"1,275","0,51",,"['Poisson', 'Gluten']",12 g,en quantité modérée,3.4 g,en quantité modérée,3 g,en faible quantité,1.27 g,en quantité modérée,-0%,+27%,-6%,-8%,-8%,4,-44%,C,-44%,,,,,
1793,Boisson au soja vanille - Nature Bio,3257985312964,B,,,['Nature Bio'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de légumineuses', 'Boissons végétales de soja', 'Boissons végétales de soja à la vanille']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,['France'],[],[],?,,61,+13%,2,+4%,"6,8",+26%,"3,7",+11%,25.4%,0.6%,27.0%,26.7%,15.9%,4.4%,82,,,255 kj(61 kcal),"0,3","5,8","0,02","0,008",,,2 g,en quantité modérée,0.3 g,en faible quantité,5.8 g,en quantité modérée,0.02 g,en faible quantité,+12%,-7%,+18%,-80%,-80%,-1,,A,,,,,,
1794,Bonbons goûts fruits - Belle France - 150g,3258561070483,E,150 g,"['Sachet', 'Plastique']",['Belle France'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']","['Peu ou pas de sucre', 'Sans sucre']",,,,,['France'],"['édulcorants : maltitols', 'sucralose ', ' acidifiant : acide citrique ', ' arômes naturels de fruits ', 'citron', 'orange', ' ', ' arômes naturels ', ' colorants : curcumine', 'carmins', 'extrait de paprika', 'anthocyanes']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",980,-37%,235,-34%,0,-100%,"95,5",+15%,0,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,"['E965 - Maltitol', 'E955 - Sucralose', 'E330 - Acide citrique', 'E100 - Curcumine', 'E120 - Acide carminique', 'E160c - Extrait de paprika', 'E163 - Anthocyanes']",4,980 kj(235 kcal),0,"0,2","0,01","0,004",,,0 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,0.01 g,en faible quantité,-35%,-100%,-100%,-92%,-92%,2,-86%,B,-86%,,,,,
1795,"BX 10, 5CL Capre Surfin. BF - Belle France - 90g",3258561140131,,90 g,"['Bocal', 'Verre', 'Couvercle', 'Métal']",['Belle France'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Pickles', ""Pickles d'origine végétale"", 'Câpres au vinaigre', 'Câpres']",,,,,,['France'],"['câpres', 'saumure vinaigrée']",[],45,-66%,45,+45%,"0,3",-49%,1,-69%,1,-57%,,,,,,,,,1,45 kj(45 kcal),"0,1","0,4","4,425","1,77",,,0.3 g,en faible quantité,0.1 g,en faible quantité,0.4 g,en faible quantité,4.42 g,en quantité élevée,-65%,-5%,-30%,-19%,-19%,6,-14%,C,-14%,,,,,
1796,Boisson avoine - Belle France - 1L,3258561260051,B,1 L,,['Belle France'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', ""Boissons à l'avoine""]",['Bio'],,,,,['France'],"['eau', 'avoine* ', '11%', 'huile de tournesol*', 'sel marin', "" * Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,43,-10%,"1,2",-7%,"7,2",-8%,"0,5",-35%,9.3%,2.1%,32.4%,31.8%,19.1%,5.3%,88,,3,180 kj(43 kcal),"0,2",5,"0,08","0,032",,['Avoine'],1.2 g,en faible quantité,0.2 g,en faible quantité,5 g,en quantité modérée,0.08 g,en faible quantité,-10%,-3%,-3%,-15%,-15%,1,+87%,B,+87%,,,,,
1797,"Tr.roquefort 100G. Bf, - Belle France - 100g",3258561430515,D,100 g,"['Barquette', 'Plastique', 'Frais', 'Film en plastique', 'Barquette']",['Belle France'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages à pâte persillée français', 'Fromages de brebis', 'Roqueforts']","['Fabriqué en France', 'AOP']",,"['FR 12.203.018 CE', 'Roquefort-sur-Soulzon (Aveyron, France)']",,,['France'],"['Lait cru de brebis', 'sel', 'ferments lactiques', 'présure', 'Penicillium roqueforti']","['Sans huile de palme', 'Non végétalien']",1496,-1%,365,-1%,"31,7",-1%,"0,8",+23%,"19,1",-2%,88.4%,4.4%,2.4%,3.1%,1.4%,0.4%,44,,3,1496 kj(365 kcal),"22,5",0,"3,7","1,48",,['Lait'],31.7 g,en quantité élevée,22.5 g,en quantité élevée,0 g,en faible quantité,3.7 g,en quantité élevée,-2%,+1%,-100%,+4%,+4%,19,0%,E,0%,,,,,
1798,Fromage fondu hamburger - Belle France - 200g e,3258561430973,D,200 g e,"['Plastique', 'Frais', 'Sachet']",['Belle France'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages en tranches', 'Fromages fondus']","['Point Vert', 'Fabriqué en France']",,"['EMB 74010', 'Annecy (Haute-Savoie, France)', 'FR 74.010.061 CE', 'Annecy (Haute-Savoie, France)']",,,['France'],"['Protéines et lactose de lait réhydratés', 'fromages', 'beurre', 'sels de fonte : orthophosphates de sodium - polyphosphates - citrates de sodium - diphosphates - orthophosphates de calcium', 'sel', 'épaississants : carraghénanes', 'gomme xanthane', 'conservateur : sorbate de potassium', 'colorants : extrait de paprika - carotènes']",['Non végétalien'],?,,265,+4%,21,+4%,6,+11%,13,+11%,79.5%,12.0%,2.9%,3.6%,1.6%,0.4%,49,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika', 'E160 - Caroténoïdes']",4,1109 kj(265 kcal),14,5,"2,5",1,['France'],['Lait'],21 g,en quantité élevée,14 g,en quantité élevée,5 g,en quantité modérée,2.5 g,en quantité élevée,+5%,+4%,+24%,+26%,+26%,19,+23%,E,+23%,,,,,
1799,Nougat Noisette - nappé de chocolat noir Suisse - Belle france - 10biscuits - 100g,3258563020721,C,10 biscuits - 100 g,"['Sous-vide', 'Carton']","['Belle france', 'Belle-france']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits fourrés']",,['Suisse'],,,,['France'],"['Chocolat 32% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'beurre concentré', 'lait écrémé en poudre', 'émulsifiant: lécithine de soja', 'sucre', 'farine de froment', 'huiles végétales ', 'palmiste', 'palme', 'coprah', 'colza', 'tournesol', 'amidon de froment', 'lait écrémé en poudre', 'amandes ', '3%', 'pâte de cacao', 'blanc d’œuf en poudre', 'noisettes ', '1', '5%', 'beurre', 'sirop de sucre inverti', 'beurre de cacao', 'levure', 'sirop de glucose', 'sel', 'lait concentré', ""extrait de malt d'orge"", 'arômes naturels', 'émulsifiant : lécithine de soja', ""poudres à lever : carbonate acide d'ammonium"", 'carbonate acide de sodium', 'œuf entier en poudre', 'acidifiant : acide citrique']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,515,+10%,28,+46%,57,-15%,7,+20%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium', 'E330 - Acide citrique']",4,2155 kj(515 kcal),17,45,"0,125","0,05",,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",28 g,en quantité élevée,17 g,en quantité élevée,45 g,en quantité élevée,0.125 g,en faible quantité,+9%,+100%,+36%,-77%,-77%,22,+11%,E,+11%,Biscuits meringués fourrés au chocolat et aux noisettes 28% nappés de chocolat suisse 32%,['Huile de palme'],,,
1800,Millet cuisine - Soy - 20cl,3259011213627,,20 cl,['Tetra Pak'],['Soy'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aides culinaires', 'Crèmes végétales', 'Crèmes végétales pour cuisiner', 'Crèmes végétales à base de millet pour cuisiner']","['Bio', 'Végétarien', 'Ecocert', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,['France'],"['eau', 'millet 11,9%', 'huile de tournesol désodorisée', 'épaississant : farine de graines de caroube', 'sel de mer']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,143,-8%,11,-21%,11,+164%,"0,5",-76%,,,,,,,,['E410 - Gomme de caroube'],4,598 kj(143 kcal),"1,9","7,7","0,19","0,076",,,11 g,en quantité modérée,1.9 g,en quantité modérée,7.7 g,en quantité modérée,0.19 g,en faible quantité,-7%,-55%,+312%,+84%,+84%,3,-13%,C,-13%,Millet cuisine,,,,
1801,Le cassoulet à la Créole - William Saurin - 840g,3261055731005,,840 g,,['William Saurin'],,,,,,,"['France', 'Martinique']","['sauce : eau', 'saindoux', 'concentré de tomate', 'farine de BLE', 'sel', 'sucret épice', 'arômes', ' Haricots blancs récuits ', '33%', ' Charcuterie et viande ', 'BVO', ' : saucisses fumées et saucisson ', 'viande de porc*', 'eau', 'viande de dinde*/ couenne dp porc', 'pièce de tête de porc*', 'farine de BLEI ras de porc*l fibres de pois', 'sel', 'protéines e SOJA', 'gélifiant : E407a', 'stabilisants : E450t E452/ conservateurs : E250', 'E316/ traces de protéines de LAIT', '/ épaule de porc* préparée en salaison ', 'eau', 'sel', 'stabilisants : E451t E4521 conservateur : E250', ' *Origine : Union Européenne', ' Information allergènes : contient gluten de blé', 'soja', 'lait', "" consommer de préférence avant la date gnscrite sur l'un des couvercles""]","['Non végétalien', 'Non végétarien']",?,,115,,"4,7",,"8,9",,"7,3",,,,,,,,,"['E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']",4,481 kj(115 kcal),"1,8","0,6","0,8","0,32",,"['Gluten', 'Lait', 'Soja']",,,,,,,,,,,,,,,,,,,,,,
1802,Emmental - Valmartin,3262470002503,D,,,['Valmartin'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",,,,,,['France'],[],[],?,,379,+1%,29,-1%,"0,5",-25%,29,+5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,1586 kj(379 kcal),19,"0,5","0,7","0,28",,,29 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.7 g,en quantité modérée,+1%,-4%,+21%,+8%,+8%,12,+5%,D,+5%,,,,,
1803,Pain d'épices au miel - Écorces d'orange - Finabeil - 300g,3263626765327,B,300 g,['Plastique'],"['Finabeil', 'Le Bon Miel']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', ""Pains d'épices"", 'Prianiki']",,,,,,['France'],"['Farine de seigle', 'sirop de glucose-fructose', 'miel 25 %', ""écorce d'orange confite 12 % "", ""écorce d'orange"", 'sirop de glucose-fructose', 'sucre', 'acidifiant : acide citrique', 'poudre à lever : carbonate acide de sodium', 'arôme']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,,322,-3%,"0,8",-60%,"74,4",+3%,"2,8",-22%,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,"['E330 - Acide citrique', 'E500ii - Carbonate acide de sodium']",4,1347 kj(322 kcal),"0,2",40,8,"3,2",,['Gluten'],0.8 g,en faible quantité,0.2 g,en faible quantité,40 g,en quantité élevée,8 g,en quantité élevée,-3%,-70%,-6%,+1617%,+1617%,22,+67%,E,+67%,,,,,
