,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,nova_score,traceability_code,generic_name,additives,allergens,ingredients_origins,manufacturing,origin_detail,producer_info,link,palm_ingredients,brand_owner
1429,Noix de coco rapée,3700199600056,['France'],[],[],?,534,51,10,7,,,,,,,,,,,,,,,,,,2234 kj(534 kcal),45,"3,7",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,Mehrkorn-schnitten,4009249039204,['France'],[],[],?,219,"2,5",39,"7,5",,,,,,,,,,,,,,,,,,916 kj(219 kcal),"0,4","2,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,Meringue au miel -,3178880004016,['France'],[],[],?,396,"0,4",94,"4,1",C,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Meringues']",,,+5%,-61%,+8%,+2%,75.1%,13.4%,5.0%,3.4%,3.0%,0.0%,72,1657 kj(396 kcal),"0,1",80,0,0,['Sans colorants'],0.4 g,en faible quantité,0.1 g,en faible quantité,80 g,en quantité élevée,0 g,en faible quantité,+5%,-73%,-4%,-100%,-100%,14,-3%,D,-3%,,,,,,,,,,,,,
1432,Pâté Créole Papaye,3428417800049,['France'],[],[],?,415,"19,9","52,7","5,2",,,,,,,,,,,,,,,,,,1736 kj(415 kcal),11,19,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433,Sirop derable,0056183205008,['France'],[],[],?,200,0,53,0,,,,,,,,,,,,,,,,,,837 kj(200 kcal),0,53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,"Thai Red Rice Curry, Mit Jasminreis - Maggi",7613036170796,['France'],[],[],?,167,"2,1","33,1","3,6",,,['Maggi'],,,,,,,,,,,,,,,699 kj(167 kcal),"1,1","2,4","2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435,Mise en scène coktail - Fauchon,3251515632003,['France'],[],[],?,265,"15,3","21,5","9,1",,,['Fauchon'],,,,,,,,,,,,,,,1109 kj(265 kcal),"7,6","1,4","1,1","0,44",,,,,,,,,,,,,,,,,,,['Surgelee'],,"['EMB 47091', 'Estillac (Lot-et-Garonne, France)']",,,,,,,,,,
1436,Vermicelles Multicolores - 180g,3543027002086,['France'],[],[],?,425,"5,51","92,72","0,02",,180 g,,,,,,,,,,,,,,,,1778 kj(425 kcal),"3,19","85,36","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,Marrons entiers pelés au four,3421117221473,['France'],[],[],?,123,"0,6","20,3","3,8",,,,,,,,,,,,,,,,,,515 kj(123 kcal),"0,1","4,9","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,Casali Schoko-bananen Doublechoc,9000332812167,['France'],[],[],?,371,11,65,"1,8",,,,,,,,,,,,,,,,,,1552 kj(371 kcal),"6,7",50,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,"Aiguillette de canard - 0,300kg",3700057808778,['France'],[],[],?,118,"3,7","5,5",16,D,"0,300 kg",,"['Viandes', 'Volailles', 'Canards', 'Aiguillettes de canard']",,,-2%,+25%,+333%,-26%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,494 kj(118 kcal),1,"0,7","0,63","0,252",['Point Vert'],3.7 g,en quantité modérée,1 g,en faible quantité,0.7 g,en faible quantité,0.63 g,en quantité modérée,-2%,+6%,+41%,+2%,+2%,-2,,A,,,,"['FR 24.439.004 CE', 'Saint-Laurent-sur-Manoire (Dordogne, France)']",,,,,,,,,,
1440,Carrés de fromage crémeux - Kraft,6290090017703,['France'],[],[],?,321,31,3,"7,5",D,,['Kraft'],"['Produits laitiers', 'Produits fermentés', 'Produits à tartiner', 'Produits laitiers fermentés', 'Produits à tartiner salés', 'Fromages', 'Fromages à tartiner']",,,+38%,+48%,-11%,-10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,1343 kj(321 kcal),0,3,"0,3","0,12",,31 g,en quantité élevée,0 g,en faible quantité,3 g,en faible quantité,0.3 g,en quantité modérée,+37%,-100%,+1%,-74%,-74%,1,-92%,B,-92%,,,,Fromage fondu carré à tartiner,,,,,,,,,
1441,Yaourt à la grecque fraise -,3263859664114,['France'],[],[],?,116,"6,5",12,"2,4",C,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la grecque', 'Yaourts à la fraise']",,,+18%,+117%,-9%,-35%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,485 kj(116 kcal),"4,3",12,"0,1","0,04",,6.5 g,en quantité modérée,4.3 g,en quantité modérée,12 g,en quantité modérée,0.1 g,en faible quantité,+19%,+126%,-3%,-7%,-7%,6,+123%,C,+123%,,,,,,,,,,,,,
1442,Tabasco Red Pepper Original Sauce - 60ml,0011210600133,['France'],[],[],?,16,0,"1,6",1,,60 ml,,"['Epicerie', 'Sauces', 'en:Epicerie', 'en:Sauces pimentées']",,,-94%,-100%,-85%,-50%,,,,,,,,67 kj(16 kcal),0,"0,1","0,687","0,275",,0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.687 g,en quantité modérée,-94%,-100%,-99%,-76%,-76%,3,-77%,C,-77%,,,,,,,,,,,,,
1443,Chou rouge râpé,26062655,['France'],[],[],?,24,"0,5","2,3","1,7",,,,,,,,,,,,,,,,,,100 kj(24 kcal),"0,1",2,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444,Hachis parmentier - Marie - 1kg,3248830727231,['France'],"['Pourcentages exprimés sur le total de la recette', ' purée 53,5% [eau', 'crème fraîche 8,3%', 'flocons de pomme de terre déshydratés 6,9%', 'lait écrémé en poudre', 'amidon de maïs', 'sel', 'muscade', 'poivre', 'curcuma]', 'viande de bœuf origine France 21 %', 'oignons 7%', 'eau', 'carottes 3,8%', 'concentré de tomates', 'céleri', 'amidon de maïs', 'chapelure ', 'farine de blé', 'sel', 'levure', 'épices', 'ail', 'tomates', 'emmental', 'persil', 'sel', 'paprika', 'huile de colza', 'thym', 'laurier', 'romarin', ' Informations en gras destinées aux personnes allergiques', ' Traces possibles de poisson', 'crustacés', 'mollusques', 'soja', 'oeuf', 'moutarde', 'sésame']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,122,"6,2","9,6","6,3",E,1kg,['Marie'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']",,,-3%,+1%,-4%,+2%,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,510 kj(122 kcal),"3,3","2,3","0,61","0,244","['Sans conservateurs', 'Nutriscore', 'Nutriscore B', 'Format familial', 'Recette sans conservateurs']",6.2 g,en quantité modérée,3.3 g,en quantité modérée,2.3 g,en faible quantité,0.61 g,en quantité modérée,-2%,+14%,+43%,-16%,-16%,3,+4%,C,+4%,,3,,,,"['Céleri', 'Gluten', 'Lait']",,,,,,,
1445,Miobis,6134825000540,['France'],[],[],?,132,"6,2","5,5",0,,,,,,,,,,,,,,,,,,552 kj(132 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1446,3264680004070,3264680004070,['France'],[],[],?,?,?,?,?,,,,"['Non alimentaire', 'Open Beauty Facts']",,,,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,Sorbet Cassis & baies - Thiriet - 1L,3292590528157,['France'],"['cassis ', 'purée 35% du sorbet', 'baies: 5,5%', 'eau', 'sucre', 'dextrose', 'sirop de glucose', 'sirop de glucose-fructose', 'jus concentré de citron', 'jus concentré de cassis', 'épaississants : méthylcellulose - farine de graines de caroube', 'gélifiant: pectine', 'protéines de pois', 'acidifiant acide citrique', 'arôme naturel', ' Présence éventuelle de lait', ""d'oeuf"", 'de gluten', 'de soja et de fruits à coque']",['Non végétalien'],?,121,"0,2",28,"0,5",C,1 L,['Thiriet'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au cassis']",['Thiriet'],,-2%,-25%,-4%,+15%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,506 kj(121 kcal),0,"24,4","0,03","0,012",['Sans arômes artificiels'],0.2 g,en faible quantité,0 g,en faible quantité,24.4 g,en quantité élevée,0.03 g,en faible quantité,-1%,-100%,+2%,-39%,-39%,5,+4%,C,+4%,['Plastique'],4,"['FR 88.158.001 CE', 'Éloyes (Vosges, France)']",,"['E461 - Méthylcellulose', 'E410 - Gomme de caroube', 'E440 - Pectines', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Fruits à coque', 'Soja']",,,,,,,
1448,Frijoles Bayos Refritos con Chorizo,7501052421391,['France'],[],[],?,96,"5,6","7,2","4,4",,,,,,,,,,,,,,,,,,402 kj(96 kcal),"3,8","2,6","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1449,Choucroute garnie - Produits de la Cigogne,3527481000024,['France'],[],[],?,111,"8,3","2,8","6,4",C,,['Produits de la Cigogne'],"['Plats préparés', 'Choucroutes', 'Choucroutes garnies']",,,-3%,-2%,+27%,+17%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,464 kj(111 kcal),"3,4",2,"1,15","0,46",,8.3 g,en quantité modérée,3.4 g,en quantité modérée,2 g,en faible quantité,1.15 g,en quantité modérée,-1%,+6%,+244%,-13%,-13%,6,+6%,C,+6%,,,,,,,,,,,,,
1450,gourmet - Nestlé,7613036215381,['France'],[],[],?,0,"0,2",0,16,,,['Nestlé'],,,,,,,,,,,,,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,Pom pur jus de pomme,3760017390002,['France'],[],[],?,42,"0,1","9,95",0,B,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",,,-9%,-39%,-9%,-100%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,176 kj(42 kcal),"0,006","9,67",0,0,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",0.1 g,en faible quantité,0.006 g,en faible quantité,9.67 g,en quantité élevée,0 g,en faible quantité,-8%,-81%,-6%,-100%,-100%,3,-27%,C,-27%,,,,,,,,,,,,,
1452,Pain céréales et graines,2806059006639,['France'],[],[],?,301,"2,6",57,11,,,,,,,,,,,,,,,,,,1259 kj(301 kcal),"0,4","1,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,Baker cracker crips - McVitie's,5000396046540,['France'],[],[],?,?,?,?,?,,,"[""McVitie's"", 'McVities']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,Prefou - Sicard,3608737778604,['France'],[],[],?,281,"12,2","36,4","7,1",,,['Sicard'],,,,,,,,,,,,,,,1176 kj(281 kcal),7,"1,671","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1455,Chamia Aux Amandes (350G) helva - 350g,6194017502528,['France'],[],[],?,?,?,?,?,,350 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1456,Poitrine de dinde épicé,2129590004156,['France'],[],[],?,105,2,0,21,,,,,,,,,,,,,,,,,,439 kj(105 kcal),0,0,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1457,Les Jardins de Gaïa,3582811005131,['France'],[],[],?,?,?,?,?,,,['Les Jardins de Gaïa'],,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,Yaourt nature sans sucre - Dost - 110gr,6111250471695,"['France', 'Maroc']",[],[],?,70,3,"4,7","3,8",,110gr,['Dost'],,,,,,,,,,,,,,,293 kj(70 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459,Paprika Fort - Delica - 37g,7613312017371,"['France', 'Suisse']",['paprika'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,B,37 g,"['Delica', 'Migros']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Paprika']",['Migros'],,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,,,,,,,,,,,,,,,,,,['Glass'],1,,,,,"['Pérou', 'Espagne']",['Suisse'],,,,,
1460,Brazo sabor fresa - Dulcesol - 250gr,8410087142449,"['France', 'Espagne']","['Dulcesol Me GusTe! PRODUCTOS DULCESOL', 'S', 'L', 'U', "" Avinguda d'Alacant"", '134', ' 46702 Gandia ', 'Valencia', ' España e-mail: atencion', 'consumidor@dulcesol', 'es']",[],?,367,9,67,"3,7",,250 gr,['Dulcesol'],"['Biscuits et gâteaux', 'Gâteaux']",['Esclat'],,-9%,-54%,+35%,-32%,,,,,,,,1536 kj(367 kcal),"5,4",46,"0,52","0,208",,9 g,en quantité modérée,5.4 g,en quantité élevée,46 g,en quantité élevée,0.52 g,en quantité modérée,-9%,-29%,+65%,-14%,-14%,20,+12%,E,+12%,['Paquet'],,,,,,,,,,,,
1461,Olvarit,5900852927652,['France'],[],[],?,69,"2,4","8,5","2,5",,,['Olvarit'],,,,,,,,,,,,,,,289 kj(69 kcal),"0,13","1,5","0,058","0,023",['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Mais moyen,7610027003859,"['France', 'Suisse']",[],[],?,335,2,75,9,,,,,,,,,,,,,,,,,,1402 kj(335 kcal),"0,2","1,5",0,0,,,,,,,,,,,,,,,,,,,['Emballage'],,,,,,,,,,,,
1463,Frollini con crema di riso al latte,8001120936295,['France'],[],['Sans huile de palme'],?,474,19,68,"7,5",,,,,,,,,,,,,,,,,,1983 kj(474 kcal),"4,8",22,"0,68","0,272",['en:palm-oil-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Pois cassés - Auchan Bio - 500g,3596710463749,['France'],['Pois cassés biologiques'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,334,"1,2",54,21,A,500 g,"['Auchan Bio', 'Auchan']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois cassés secs']",['Auchan'],,0%,-21%,+11%,-6%,64.4%,0.0%,18.1%,9.3%,5.1%,3.1%,95,1397 kj(334 kcal),"0,2","3,4","0,01","0,004","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Nutriscore', 'Nutriscore A', 'AB Agriculture Biologique', 'Triman']",1.2 g,en faible quantité,0.2 g,en faible quantité,3.4 g,en faible quantité,0.01 g,en faible quantité,-0%,-12%,-4%,-56%,-56%,-6,,A,,['Carton'],1,,,,,,['France'],,,,,
1465,Macarons goût orange - Dulcesol,8410087430416,['France'],[],[],?,78,"1,9",14,"1,3",D,,['Dulcesol'],"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,,-82%,-89%,-75%,-85%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,326 kj(78 kcal),"0,4",12,"0,05","0,02",,1.9 g,en faible quantité,0.4 g,en faible quantité,12 g,en quantité modérée,0.05 g,en faible quantité,-82%,-91%,-76%,-65%,-65%,2,-89%,B,-89%,,,,,,,,,,,,,
1466,Saveur Chocolat Blanc - Van houten,7350022392816,['France'],[],[],?,?,?,?,?,,,['Van houten'],"['Boissons', 'Boissons instantanées']",['Noz'],,,,,,,,,,,,,,,,,,['Produits destinés aux professionnels'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Compote pomme cerises sans sucres  ajouté - Materne,3021760291092,['France'],[],[],?,66,"0,5",13,"0,5",B,,['Materne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",,,+2%,+52%,-9%,+33%,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,276 kj(66 kcal),"0,2",12,"0,01","0,004",['en:gluten-free'],0.5 g,en faible quantité,0.2 g,en faible quantité,12 g,en quantité modérée,0.01 g,en faible quantité,+1%,+130%,-8%,+18%,+18%,-3,,A,,,,,,,,,,,,,,
1468,Moutarde aux fine herbe -  - 170mL,4013156032333,['France'],"['eau', 'graines de moutarde', 'vinaigre', 'sel', 'sucre', 'épices', 'arôme', 'herbes', ' Peut contenir des traces de céleri']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,96,"6,6",3,"5,7",B,170 mL,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,,-44%,-39%,-57%,-13%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,402 kj(96 kcal),"0,5",3,1,"0,4",,6.6 g,en quantité modérée,0.5 g,en faible quantité,3 g,en faible quantité,1 g,en quantité modérée,-43%,-39%,-22%,-79%,-79%,2,-83%,B,-83%,,4,,,,['Moutarde'],,,,,,,
1469,Gelée royale acerola bio,3700211131506,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,BCAA,5060318691357,['France'],[],[],?,7,"0,001","0,1","1,2",,,,,,,,,,,,,,,,,,29 kj(7 kcal),"0,001","0,001",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,Thé vert menthe,3398984220055,['France'],[],[],?,?,?,?,?,B,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Thés à la menthe', 'Thés verts à la menthe']",,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Poudre d'Amandes blanches - Damiano,8002352150152,['France'],[],[],?,605,"50,2","11,7","23,7",,,['Damiano'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",,,-3%,-6%,+35%,+2%,,,,,,,,2531 kj(605 kcal),"4,5","3,7","0,01","0,004",,50.2 g,en quantité élevée,4.5 g,en quantité modérée,3.7 g,en faible quantité,0.01 g,en faible quantité,-3%,+7%,-12%,-61%,-61%,11,+97%,D,+97%,,,,,,,,,,,,,
1473,Tartufissima,8010939000417,['France'],[],[],?,354,"3,6",65,14,,,,,,,,,,,,,,,,,,1481 kj(354 kcal),1,"0,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,Conté AOP,2480184018509,['France'],[],[],?,418,"34,6",0,"26,7",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,,-0%,-0%,-100%,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1749 kj(418 kcal),"22,5",0,"0,82","0,328",,34.6 g,en quantité élevée,22.5 g,en quantité élevée,0 g,en faible quantité,0.82 g,en quantité modérée,-0%,-1%,-100%,-2%,-2%,13,0%,D,0%,,,,,,,,,,,,,
1475,Abondance AOP,2480031029399,['France'],[],[],?,397,33,0,"25,5",D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Abondance']",,,-1%,0%,-100%,+2%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,1661 kj(397 kcal),"20,6",0,"1,55","0,62",,33 g,en quantité élevée,20.6 g,en quantité élevée,0 g,en faible quantité,1.55 g,en quantité élevée,-1%,-5%,-100%,-2%,-2%,15,-5%,D,-5%,,,,,,,,,,,,,
1476,Olinda,5900059100247,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Paracétamol arrow 1 g 8 comprimés,3400936381575,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['boîte'],,,,,,,,,,,,
1478,"Sambal Badjak Gebakken, Kruidige Sambal - Unilever",8714100748268,['France'],[],[],?,190,8,24,"2,7",,,['Unilever'],,,,,,,,,,,,,,,795 kj(190 kcal),"4,6",16,"8,4","3,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,Champignons entiers - Auchan - 460g,3596710390281,['France'],[],[],?,76,4,2,21,,460 g,['Auchan'],,['Auchan'],,,,,,,,,,,,,318 kj(76 kcal),1,1,63,"25,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,Zumo melocoton - Don Simón,8410261653709,"['France', 'Espagne']",[],[],?,55,0,"13,3","0,3",D,,['Don Simón'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars de pêche']",,,+8%,-100%,+9%,-21%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,230 kj(55 kcal),0,"13,3","0,01","0,004",,0 g,en faible quantité,0 g,en faible quantité,13.3 g,en quantité élevée,0.01 g,en faible quantité,+6%,-100%,+17%,+43%,+43%,17,+15%,E,+15%,,,,,,,,,,,,,
1481,Aceito balsamico,8029286000223,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Creepy jelly,8413178268349,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,Bûche pur beurre au café - Forchy,3262350210516,['France'],[],[],?,442,23,54,4,,,['Forchy'],"['Biscuits et gâteaux', 'Gâteaux']",,,+10%,+18%,+9%,-26%,,,,,,,,1849 kj(442 kcal),14,37,"0,26","0,104",,23 g,en quantité élevée,14 g,en quantité élevée,37 g,en quantité élevée,0.26 g,en faible quantité,+10%,+83%,+33%,-57%,-57%,24,+34%,E,+34%,,,,,,,,,,,,,
1484,Confiture d'ananas - La Fruitière de Colpo,3438750000297,['France'],[],[],?,?,?,?,?,D,,['La Fruitière de Colpo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits tropicaux', ""Confitures d'ananas""]",,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,Black tea with fruit - Fortnum & Mason,5053826000452,['France'],[],[],?,0,0,0,0,,,['Fortnum & Mason'],,,,,,,,,,,,,,,0 kj(0 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,tranches saumon rose du pacifique - Findus,3599740009901,['France'],[],[],?,122,"4,4",0,21,,,['Findus'],,,,,,,,,,,,,,,510 kj(122 kcal),"0,8",0,"0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,Paela finca del sol,20112394,['France'],[],[],?,124,"3,8","16,2","5,6",,,,,,,,,,,,,,,,,,519 kj(124 kcal),"0,6",1,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,Eafit Milk Et Egg 95+ Définition Musculaire Café Frappé 750G - 750g,3518681008149,['France'],[],[],?,364,"0,9","3,7",85,,750 g,['Eafit'],,,,,,,,,,,,,,,1523 kj(364 kcal),"0,4","0,7","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Pomelos,8421641410300,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490,3596205108063,3596205108063,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en Suisse', 'Sans conservateurs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491,Indonésie - Daco Bello,3270720013735,['France'],[],[],?,?,?,?,?,,,['Daco Bello'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492,Sélection au poisson en gelée -,3065890121713,['France'],[],[],?,?,?,?,?,,,,"['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chats']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493,Dinde Noir - La Nouvelle Agriculture,0213567028930,['France'],[],[],?,520,"4,3",1,21,,,['La Nouvelle Agriculture'],,,,,,,,,,,,,,,2176 kj(520 kcal),"1,2","0,1","0,22","0,088",,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,,,,
1494,Berenjena con cilantro y lino - ¿Y si? de Bouquet - 150g,8436544801537,"['France', 'Espagne']","['Berenjena 75%', 'cebolla', 'lino 2,6%', 'aceite de oliva virgen extra', 'limón', 'ajo', 'sal', 'comino y cilantro 0,1%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",295,?,"3,5","6,6","1,5",,150 g,['¿Y si? de Bouquet'],"['Epicerie', 'Sauces', 'Trempettes']",['Carrefour'],-50%,,-69%,-44%,-54%,,,,,,,,295 kj(71 kcal),"0,4","3,4","1,3","0,52","['Végétarien', 'en:gluten-free', 'Végétalien', 'Point Vert', 'Riche en fibres', 'Sans sucre ajouté', 'Sans colorants', 'Sans lactose', 'Sans conservateurs']",3.5 g,en quantité modérée,0.4 g,en faible quantité,3.4 g,en faible quantité,1.3 g,en quantité modérée,-61%,-77%,-45%,-3%,-3%,0,-100%,B,-100%,"['Tarrina', 'Plástico', 'Cartón', 'Refrigerado']",3,['RGS 21.027080/PO'],Berenjena con cilantro y lino,,,,['España'],,,https://ysibouquet.com/,,
