,name,bar_code,eco_score,quantity,brand,categories,ingredients_origins,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,traceability_code,additives,packaging,manufacturing,generic_name,link,palm_ingredients
1541,Ras d'Amhara - Vénitien - Folliet - 52g e,3324700005491,,52 g e,"['Folliet', 'Cafés Folliet']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,['Leclerc'],['France'],['Café moulu 100 % arabica'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Point Vert', 'Triman']",,,"['Carton', 'boîte', 'Aluminium', 'métal']",,Café pur Arabica en capsules compatibles Nespresso,,
1542,Le lait de Philomène - FOLLIET,3324700007549,,,['FOLLIET'],['Boissons'],,,['France'],['LAIT EN POUDRE DEMI-ÉCRÉMÉ'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,0.56 g,en faible quantité,0.36 g,en faible quantité,1.76 g,en faible quantité,0.372 g,en quantité modérée,?,,172,+207%,720 kj(172 kcal),+199%,"0,56",+61%,"0,36",+205%,"1,76",-84%,"1,76",-81%,"1,24",+150%,"0,372",+796%,"0,149",+796%,13,+70%,E,+70%,,,,,,,,,,,,,,,
1543,Choky or,3324700050057,,,['Choky'],"['Boissons', 'Boissons avec sucre ajouté']",,,['France'],"['sucre', 'poudre de lait écrémé', 'cacao fortement dégraissé en poudre 13%', 'lactosérum doux en poudre', 'sirop de glucose', 'coprah totalement Ir fyArogé1iée', 'sel', 'protéines de lait', 'stabilisant ', 'E 340', 'antiagglomérant ', 'E 551', 'épaississant 6466', 'arôme', 'émulsifiants 471', 'E 433', ' Poids net: ', 'una']",['Lait'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,3.3 g,en quantité modérée,2.6 g,en quantité élevée,67.7 g,en quantité élevée,1.04 g,en quantité élevée,?,,315,+271%,1318 kj(315 kcal),+256%,"3,3",+780%,"2,6",+1466%,72,+264%,"67,7",+270%,12,+2126%,"1,04",+2681%,"0,416",+2681%,26,+118%,E,+118%,,,,,,,,,,"['E340 - Orthophosphates de potassium', '', 'Risque élevé de sur-exposition', 'E551 - Dioxyde de silicium', 'E433 - Monooléate de polyoxyéthylène de sorbitane', '', 'Risque modéré de sur-exposition']",,,,,
1544,Infusion cocktail fraîcheur  d'été,3324700050347,,,,,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,10,,10,,0,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,
1545,Choky - 19g,3324700056066,,19g,"['Choky', 'Royal hotel']",,,,['France'],"['sucre', 'cacao maigre 19% minimum', ' ', 'émulsifiant : lécithine de soja', 'aextrose', 'maltodextrine', 'sel', 'arôme', ' Q', ' Traces éventuelles de : céréales contenant du gluten', 'œufs', 'lait fruits à coques', 'céleri', 'sulfites et lupin']",,[],4,,,,,,,,,?,,376,,1573 kj(376 kcal),,"2,3",,"1,3",,"82,1",,"73,1",,"3,7",,"0,51",,"0,204",,,,,,,,,,,,,,,['E322i - Lécithine'],,,,,
1546,Chocky - 1kg,3324700056783,C,1 kg,['Chocky'],"['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre', 'Boissons avec sucre ajouté']",,['cafés folliet-tropico'],['France'],"['Chocolat en poudre 57% ', 'sucre', 'min 32% cacao en poudre ', ""issus de l'agriculture biologique : DE-ÖKO-009"", 'poudre de lait écrémé 43%', 'sel', 'arôme naturel', "" 18% des ingrédients agricoles sont issus de l'agriculture biologique""]",['Lait'],['Non végétalien'],4,,,,,,,,,1610,+9%,?,,1610 kj(385 kcal),+13%,4,-7%,"2,5",-2%,65,+3%,62,+10%,18,+184%,"1,01",+383%,"0,404",+383%,,,,,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,"['Bio', 'Bio européen', 'en:gluten-free', 'DE-ÖKO-009']",,,['Plastique'],,Chocolat en poudre au lait écrémé,http://www.folliet-tropico.com,
1547,Le capuccino de choky,3324700057353,,,,,,,['France'],[],,[],,,,,,,,,,?,,410,,1715 kj(410 kcal),,"7,6",,"7,4",,"75,1",,"62,5",,"8,5",,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,
1548,Tropico Orange Pet 6X20CL 4-pack,3324700057766,,,['Tropico'],,,,['France'],[],,[],,,,,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,"11,2",,"11,1",,"0,1",,,,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,
1549,Orange (4+2 gratuites) - Tropico - 6 * 20cl,3324700057834,C,6 * 20 cl,['Tropico'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits']",,,['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,11.1 g,en quantité élevée,0 g,en faible quantité,190,+4%,?,,190 kj(45 kcal),+2%,0,-100%,0,-100%,"11,2",+8%,"11,1",+15%,"0,1",-70%,0,-100%,0,-100%,15,+122%,E,+122%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,"['Plastique', 'Bouteille']",['France'],,,
1550,Tropico,3324700057889,,,['Tropico'],,,,['France'],"['Boisson rafraîchissante aux fruits aromatisée', 'sans : eau de source 800', '0', 'jus de fruits à base de 12% ', ' pomme 6', '3%', 'orange 5%', 'ananas 0', '5%', 'manaoe 0', '1%', 'sirop de glucose-Tructose', 'sucre', 'acidifianf : acide arôme', 'antioxydant : acide ascorbique', 'Epaississant : gomme o caroube', 'colorant : bêta-carotène ']",,"[""Pourrait contenir de l'huile de palme""]",4,,,,,,,,,?,,36,,151 kj(36 kcal),,0,,0,,"8,5",,"8,5",,0,,0,,0,,,,,,,,,,,,,"['Fabriqué en France', 'Sans conservateurs']",,"['E300 - Acide ascorbique', 'E160ai - Bêta-carotène']",,,,,
1551,Tropico Boisson aux Fruits Exotiques 4 Bouteilles de 50,3324700059739,,,['Tropico'],,,,['France'],[],,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,"12,1",,"12,1",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,
1552,Tropico Exotique - 2L e,3324700059784,C,2 L e,['Tropico'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons avec sucre ajouté']",,,['France'],"['Eau de source 80 %', 'jus de fruits à base de concentrés 13,4 % ', 'orange et ananas', 'sucre', 'acidifiant : acide citrique', 'arômes', 'antioxydant : acide ascorbique', 'stabilisant E445', 'colorant beta-carotène']",['Orange'],"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,12.1 g,en quantité élevée,0 g,en faible quantité,?,,50.9,-40%,213 kj(50 kcal),-42%,0,-100%,0,-100%,"12,1",-39%,"12,1",-34%,"0,1",-81%,0,-100%,0,-100%,17,+43%,E,+43%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,"['Point Vert', 'Fabriqué en France', 'Triman']",,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E445 - Esters glycériques de résine de bois', 'E160ai - Bêta-carotène']","['Bouteille', 'Plastique']",['France'],,,
1553,Tropico tropical,3324709057453,,,['Tropico'],,,,['France'],[],,[],,,,,,,,,,?,,36,,151 kj(36 kcal),,0,,0,,"8,5",,"8,5",,0,,0,,0,,,,,,,,,,,,,,,,,,,,
1554,Fromage blanc nature 0% -,3324770057239,C,,,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Fromages blancs', 'Fromages blancs natures']",,,['France'],[],,[],,0.1 g,en faible quantité,0.1 g,en faible quantité,5.1 g,en quantité modérée,0.15 g,en faible quantité,?,,52,-37%,218 kj(52 kcal),-36%,"0,1",-97%,"0,1",-96%,"5,1",+23%,"5,1",+31%,"7,4",+8%,"0,15",+46%,"0,06",+46%,-3,,A,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Peu ou pas de matière grasse', 'Sans matière grasse']",,,,,,,
1555,Camembert Biologique (22 % MG) - La Motte - 250g,3324976110172,B,250 g,['La Motte'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages de France', 'Fromages pasteurisés', 'Camemberts pasteurisés']","['France', 'Agriculture UE', 'Basse-Normandie', 'Laitière de la Motte - 61800 Montsecret', 'Orne']",['Carrefour'],['France'],"['Produit au lait bio pasteurisé', 'sel', 'présure', 'ferments', '\r22 % de mat', ' gr', ' sur produit fini']",,[],3,22 g,en quantité élevée,,,,,,,?,,?,,,,22,+2%,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-10', 'Point Vert', 'AB Agriculture Biologique', 'Eco-Emballages', 'Fabriqué en Normandie']","['FR 61.402.001 CE', 'Saint-Hilaire-de-Briouze (Orne, France)']",,"['Frais', 'Agrafe', 'Métal', 'Boîte', 'Papier plastifié']","['Gillot SAS (Filiale Groupe Fléchard) - Le Moulin - 61220 Saint-Hilaire-de-Briouze', 'Orne', 'Basse-Normandie', 'France']","Fromage de France, à pâte molle à croûte fleurie, au lait pasteurisé de vache, issu de l'agriculture biologique",,
1556,Ananas en morceaux,3325082500062,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,,['France'],[],,[],,0.1 g,en faible quantité,0 g,en faible quantité,10 g,en quantité modérée,0 g,en faible quantité,?,,50,-48%,209 kj(50 kcal),-46%,"0,1",-30%,0,-100%,13,-34%,10,-42%,"0,5",+21%,0,-100%,0,-100%,-3,,A,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,,,
1557,2 pavés de Cerf congelés - Hubco - 250g,3325095065039,,250g,['Hubco'],"['Viandes', 'Gibiers', 'Cerf', 'Viandes de Cerf']",['Nouvelle-Zélande'],['Auchan'],['France'],['Pavés de Cerf'],,[],,6 g,en quantité modérée,,,,,,,"656,26",+31%,?,,"656,26 kj(157 kcal)",+13%,6,+2%,,,"0,95",-9%,,,27,+41%,,,,,,,,,,,,,,,,,"['FR 02.187.002 CE', 'Chierry (Aisne, France)']",,"['Carton', 'Congelé']",['France'],,,
1558,Noix de saint Jacques sauvage avec corail - Hubco - 2/3personnes,3325096045320,,2/3 personnes,['Hubco'],,,,['France'],[],,[],,,,,,,,,,377,,?,,377 kj(90 kcal),,1,,"0,31",,"2,1",,"0,9",,"17,8",,"0,48",,"0,192",,,,,,,,,,,,,,"['FR 76.351.092 CE', 'Havre (Seine-Maritime, France)']",,,,,,
1559,Noix de saint jacques sauvage - Hubco Selection,3325096048710,,,['Hubco Selection'],,,['Magasins U'],['France'],"['7 283 07:16 POIDS NET ORIGINE : RUSSIE CALIBRE : 4%0 IBS : 27412084 ', 'D', ' PRODUIT CONGELE LE : 01 - 01 2017 A CONSOMMER DE PREFERENCE AVANT FIN : 01-2019']",,[],,,,,,,,,,?,,75,,314 kj(75 kcal),,"0,5",,0,,"1,1",,"0,7",,"17,6",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,
1560,Noix de saint-jacques,3325096050362,,,,,,,['France'],[],,[],,,,,,,,,,?,,83,,347 kj(83 kcal),,"1,4",,"0,4",,0,,0,,"18,8",,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,
1561,Noix de saint-jacques,3325096145280,,,,,,,['France'],[],,[],,,,,,,,,,?,,75,,314 kj(75 kcal),,"0,5",,0,,"1,1",,"0,7",,"17,6",,"0,76",,"0,304",,,,,,,,,,,,,,,,,,,,
1562,Amandes décortiquées,3325350010088,E,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",,,['France'],[],,[],,53.4 g,en quantité élevée,4 g,en quantité modérée,1.1 g,en faible quantité,1.6 g,en quantité élevée,?,,634,+1%,2653 kj(634 kcal),+1%,"53,4",+3%,4,-0%,"1,5",-89%,"1,1",-72%,"25,4",+13%,"1,6",+6738%,"0,64",+6738%,7,,C,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,
1563,Ananas Cube,3325350010125,,,,,,,['France'],[],,[],,,,,,,,,,?,,335,,1402 kj(335 kcal),,0,,0,,83,,75,,0,,"0,52",,"0,208",,,,,,,,,,,,,,,,,,,,
1564,Cubes ecorces oranges confits - Oh Chef By Mondial Fruits Secs,3325350010194,,,['Oh Chef By Mondial Fruits Secs'],,,,['France'],"[""CUBES ECORCES ORANGES CONFITS \\ Ingrédients t Ecorce d'orange"", 'sirop de glucose•fructose', 'saccharvsqo actdltlantt C 330', 'conservateurt anhydride sulfureux', "" Contient des traces d'arac/tldes ou trv/M""]",,[],4,,,,,,,,,?,,316,,1322 kj(316 kcal),,0,,0,,76,,67,,0,,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,
1565,Anis en grain,3325350010255,,,,,,,['France'],[],,[],,,,,,,,,,?,,357,,1494 kj(357 kcal),,"15,9",,"0,9",,"34,4",,"33,6",,"17,6",,0,,0,,,,,,,,,,,,,,,,,,,,
1566,Sésame Doré,3325350042812,,,,,,,['France'],[],,[],,,,,,,,,,?,,573,,2397 kj(573 kcal),,"49,67",,0,,"23,45",,0,,"17,73",,,,,,,,,,,,,,,,,,,,,,,,
1567,Amandes effilées - 500g,3325350051104,E,500 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Amandes', 'Amandes effilées']",,,['France'],[],,[],,52.4 g,en quantité élevée,4.1 g,en quantité modérée,4.3 g,en faible quantité,0.02 g,en faible quantité,?,,640,+3%,2678 kj(640 kcal),+3%,"52,4",-3%,"4,1",-3%,"5,7",-24%,"4,3",-0%,"22,8",0%,"0,02",-37%,"0,008",-37%,1,,B,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,['Sachet'],,,,
1568,Amandes fruits sec,3325350102400,,,,,,,['France'],[],,[],,,,,,,,,,?,,583,,2439 kj(583 kcal),,20,,"3,8",,"50,6",,20,,"22,1",,,,,,,,,,,,,,,,,,,,,,,,
1569,Amandes en coques,3325350102509,,,,,,,['France'],[],,[],,,,,,,,,,?,,583,,2439 kj(583 kcal),,"50,6",,"3,8",,"7,8",,"4,4",,"22,1",,0,,0,,,,,,,,,,,,,,,,,,,,
1570,Melange catalan,3325350107115,,,,,,,['France'],[],,[],,,,,,,,,,?,,523,,2188 kj(523 kcal),,"35,3",,"6,3",,"35,9",,"1,7",,"21,5",,"5,1",,"2,04",,,,,,,,,,,,,,,,,,,,
1571,Mélange asia,3325350109416,,,,,,,['France'],[],,[],,,,,,,,,,?,,400,,1674 kj(400 kcal),,"5,3",,"1,3",,"78,3",,"6,8",,9,,1,,"0,4",,,,,,,,,,,,,,,,,,,,
1572,Melange cocktail - Holy Nuts,3325350109706,,,['Holy Nuts'],,,,['France'],"['MELANGE COCKTAIL EXOTIQUE 3 FRUrrs Ingrédlents: Ralslns Thompson Jumbo ', ""agent d'enrobage:huile de tournesol"", ',bananes chlps ', 'hulle de nolx de coco', 'sucre', 'miel', 'arôme banane', 'nolx de coco en lamelles ', 'conservate anhydrlde sulfureux', "" Tracao d'arachides et fruits coquoo posolbleo"", ' Produits import-']",,['Non végétalien'],4,,,,,,,,,?,,416,,1741 kj(416 kcal),,18,,"15,5",,"55,9",,"38,6",,"3,2",,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,
1573,Cacahuète,3325350110504,,,,,,,['France'],[],,[],,,,,,,,,,?,,585,,2448 kj(585 kcal),,50,,7,,22,,4,,24,,,,,,,,,,,,,,,,,,,,,,,,
1574,Pistache,3325350110658,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches']",,,['France'],[],,[],,47.4 g,en quantité élevée,5.5 g,en quantité élevée,7.7 g,en quantité modérée,0.006 g,en faible quantité,?,,608,0%,2544 kj(608 kcal),+0%,"47,4",-3%,"5,5",-14%,"18,6",+20%,"7,7",+11%,"18,7",-16%,"0,006",-99%,"0,002",-99%,3,-50%,C,-50%,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,,,,,,,,
1575,Graines de courges grillées salées - Holy Nuts - 400g,3325350113406,,400 g,['Holy Nuts'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge', 'Graines de courge grillées']",,,['France'],"['Graines de courge', 'farine de riz', 'colorant : E171']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,24.9 g,en quantité élevée,2.4 g,en quantité modérée,0.7 g,en faible quantité,9.3 g,en quantité élevée,1525,-32%,?,,1525 kj(364 kcal),-36%,"24,9",-44%,"2,4",-68%,"1,9",-77%,"0,7",-40%,"11,6",-61%,"9,3",+1648%,"3,72",+1648%,16,+51%,D,+51%,,,,,,,,,,['E171 - Oxyde de titane'],,,,,
1576,Pignon de pin,3325350160011,,,,,,,['France'],[],,[],,,,,,,,,,?,,695,,2908 kj(695 kcal),,65,,"5,5",,"6,3",,"5,2",,"13,7",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,
1577,Pate de fruits - Holy Fruits - 155g,3325350219429,C,155g,['Holy Fruits'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']",,,['France'],"['pulpe de fruits 51%', 'sucre', 'glucose', 'liant : pectine de pomme', 'acidifiant : E330', 'extrait végétal', 'concentré de fruits rouges', 'arômes naturels']",,[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,"['EMB 13210E', 'Marseille 10e  Arrondissement (Bouches-du-Rhône, France)']","['E440 - Pectines', 'E330 - Acide citrique']",['Plastique'],,Assortiment de pâte de fruits,,
1578,raisins sultanines,3325350259104,,,,,,,['France'],[],,[],,,,,,,,,,?,,292,,1222 kj(292 kcal),,"0,4",,0,,"67,4",,"59,4",,"2,7",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,
1579,Caisse fruits deguises - Holy Fruits,3325350319518,,,['Holy Fruits'],,,,['France'],"[""Pâte d'amandes"", ' sucre', 'amandes 33%', 'sirop de glucose', 'stabilisants: sorbitol', 'invertase', 'glycérol', ""colorants : extrait d'épinards"", 'carthame', 'caramel', 'carmin', ' peut contenir des traces de lait', 'de céréales contenant du gluten', ' de fruits à coque,', ""d'arachide,de soja et d'oeufs"", 'A Lot : 48372 A conserver dans un lieu frais et sec']",['Fruits à coque'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,433,,1812 kj(433 kcal),,"15,77",,"1,2",,67,,"59,8",,0,,0,,0,,,,,,,,,,,,,,,"['E420 - Sorbitol', 'E1103 - Invertase', 'E422 - Glycérol', 'E150 - Caramel', 'E120 - Acide carminique']",,,,,
1580,Les fruits gourmands,3325350335006,,,,,,,['France'],[],,[],,,,,,,,,,?,,485,,2029 kj(485 kcal),,"29,8",,"2,5",,"38,8",,"34,4",,"12,2",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,
1581,Mélange zen - Holy Fruits,3325350335013,,,['Holy Fruits'],,,,['France'],"['Raisins Golden et Thompson jumbo ', ""agent d'enrobage: hulle de tournesol"", 'conservateur:E220', 'Ananas déshydratés en cubes', 'sucre', 'acldlflant E330', 'conservateur: E220', 'Bales de Gojl séchées', 'conservateur:E220', ' Contient des su/fltes', ""Traces d'arach/da9 ou coques,""]",,[],4,,,,,,,,,?,,324,,1356 kj(324 kcal),,"1,5",,"0,3",,"70,4",,"59,2",,"4,6",,"0,15",,"0,06",,,,,,,,,,,,,,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,,,,
1582,Les fruits gourmands,3325350335020,,,,,,,['France'],[],,[],,,,,,,,,,?,,399,,1669 kj(399 kcal),,"13,9",,"1,1",,"57,7",,"52,5",,"7,9",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,,,
1583,Holy Nuts (mélange Cranberry) - Holy Fruits,3325350335037,,,['Holy Fruits'],,,,['France'],"['INGREDIENTS: Cranberries', 'sucre', ""agent d'enrobage huile de tournesol"", 'cerneaux de noix', ' Amandes blanchies', 'Noisettes décortiquées', "" traced d'arachides ou fruits à coques possible""]",,[],,,,,,,,,,?,,500,,2092 kj(500 kcal),,"25,3",,"1,3",,"47,2",,"38,1",,"10,2",,"0,31",,"0,124",,,,,,,,,,,,,,,,,,,,
1584,Maïs grillé salé,3325350500640,,,,"['en:roasted corn kernels', 'Maïs grillé et salé']",,,['France'],[],,[],,11.7 g,en quantité modérée,4.7 g,en quantité modérée,0.5 g,en faible quantité,2.9 g,en quantité élevée,?,,439,-1%,1837 kj(439 kcal),-1%,"11,7",-6%,"4,7",+6%,"76,7",+14%,"0,5",-28%,"6,4",-5%,"2,9",+42%,"1,16",+42%,19,+16%,E,+16%,,,,,,,,,,,,,,,
1585,Boulococo,3325350520587,,,,,,,['France'],[],,[],,,,,,,,,,?,,438,,1833 kj(438 kcal),,"16,22",,"1,62",,"66,9",,"59,9",,"3,1",,,,,,,,,,,,,,,,,,,,,,,,
1586,Les delices dattes fourrees - 165gr,3325350520600,,165 gr,['Les délices'],,,,['France'],[],,[],,,,,,,,,,?,,356,,1490 kj(356 kcal),,"5,9",,"0,5",,69,,64,,"4,1",,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,
1587,Pitaya - Holy Fruits - 490g,3325350555398,,490 g,['Holy Fruits'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']",,['Carrefour'],['France'],"['Abricots secs ', 'conservateur : anhydride sulfureux', 'dattes Medjoul', 'poires séchées ', 'conservateur : anhydride sulfureux', 'pruneaux hum maxi 35 % ', 'conservateur : E200', 'figues sèches', 'kiwi en tranches déshydratés ', 'sucre', 'acidifiant : E330', 'conservateur : metabisulfite de sodium']",['Anhydride sulfureux et sulfites'],[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['EMB 13210E', 'Marseille 10e  Arrondissement (Bouches-du-Rhône, France)']","['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition']","['Bois', 'Plastique']",,Assortiment de fruits secs et déshydratés,,
1588,Mini Loukoums - Les Delices,3325350620423,,,['Les Delices'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Loukoums']",,,['France'],"['Mini Rahat loukoums Sucre', 'amidon de olé', 'arômes: vanille', 'rose', 'menthe', 'colorants naturels: E163-E141', ""acidifiant'"", ' E330', "" Peut traces: de ujta de céréaz contenant du de à de et d'""]",,[],4,0.1 g,en faible quantité,0 g,en faible quantité,90.2 g,en quantité élevée,0 g,en faible quantité,?,,362,+2%,1515 kj(362 kcal),+2%,"0,1",-95%,0,-100%,"90,2",+10%,"90,2",+43%,0,-100%,0,-100%,0,-100%,14,+4%,D,+4%,,,,,,,,,,"['E163 - Anthocyanes', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E330 - Acide citrique']",,,,,
1589,Dattes medjool -,3325350716003,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Dattes', 'Dattes Medjool']",,,['France'],[],,[],,0.4 g,en faible quantité,0 g,en faible quantité,25 g,en quantité élevée,0.04 g,en faible quantité,?,,282,-1%,1180 kj(282 kcal),-2%,"0,4",+83%,0,-100%,"62,5",-11%,25,-62%,"2,7",+26%,"0,04",+210%,"0,016",+210%,2,-50%,B,-50%,88.3%,0.0%,4.7%,3.6%,3.3%,0.0%,57,,,,,,,,
